0.000000,2.209601,0.143811,1.936274,0.192951,0.286282,0.089580,0.220321
1.000000,1.523063,0.401434,1.247617,0.527869,0.638695,0.118873,0.372475
2.000000,1.133208,0.567787,1.071588,0.595902,0.846125,0.138191,0.233297
3.000000,1.020834,0.615943,1.002552,0.624262,0.964944,0.174952,0.170542
4.000000,0.978791,0.634631,0.971457,0.644590,1.050023,0.195788,0.163369
5.000000,0.946414,0.644303,0.942704,0.652295,1.121301,0.219803,0.174607
6.000000,0.934146,0.646270,0.933897,0.654754,1.182796,0.232658,0.186209
7.000000,0.919170,0.652459,0.937342,0.648361,1.236656,0.236254,0.182975
8.000000,0.908327,0.658361,0.940592,0.645410,1.282617,0.261274,0.201605
9.000000,0.897471,0.660123,0.911053,0.661803,1.335725,0.269326,0.200146
10.000000,0.894156,0.661230,0.912582,0.664918,1.381447,0.279616,0.210041
11.000000,0.893933,0.659057,0.921868,0.658197,1.425127,0.293619,0.217331
12.000000,0.885373,0.662172,0.894267,0.663279,1.472688,0.306957,0.220863
13.000000,0.885015,0.662295,0.900003,0.662951,1.511881,0.310986,0.231221
14.000000,0.880343,0.666434,0.907253,0.668033,1.561230,0.321904,0.234481
15.000000,0.880483,0.664385,0.916385,0.647377,1.599468,0.327928,0.237105
16.000000,0.875109,0.665410,0.889312,0.667869,1.640210,0.325871,0.237056
17.000000,0.873679,0.666475,0.887333,0.666721,1.681845,0.348008,0.255222
18.000000,0.872231,0.668361,0.888837,0.671967,1.727409,0.353796,0.262401
19.000000,0.866414,0.669016,0.897011,0.667541,1.763079,0.356104,0.266669
20.000000,0.866245,0.669959,0.916012,0.670492,1.800720,0.362962,0.271520
21.000000,0.864669,0.671434,0.878910,0.670820,1.835358,0.365224,0.275728
22.000000,0.862230,0.670943,0.889488,0.669836,1.868166,0.371668,0.286206
23.000000,0.861973,0.671393,0.891452,0.650328,1.899346,0.379530,0.290231
24.000000,0.860068,0.674426,0.884739,0.665574,1.931138,0.386984,0.300921
25.000000,0.858774,0.672828,0.878303,0.668525,1.961519,0.385490,0.303744
26.000000,0.859350,0.674262,0.884775,0.668197,1.996264,0.389659,0.306954
27.000000,0.854272,0.674672,0.888989,0.663770,2.029437,0.394495,0.319139
28.000000,0.852192,0.675820,0.889086,0.667705,2.056530,0.395222,0.312372
29.000000,0.853173,0.676025,0.884535,0.668361,2.080688,0.402165,0.320771
30.000000,0.848915,0.676557,0.874325,0.671967,2.114303,0.406446,0.328915
31.000000,0.848947,0.675820,0.878601,0.666230,2.135057,0.410491,0.340694
32.000000,0.849859,0.674877,0.880135,0.673279,2.158295,0.415816,0.343327
33.000000,0.848312,0.674467,0.885160,0.670328,2.193017,0.412117,0.343559
34.000000,0.847708,0.676352,0.874881,0.667705,2.207868,0.419847,0.356334
35.000000,0.846735,0.676025,0.884752,0.669836,2.244465,0.428763,0.351763
36.000000,0.843442,0.678852,0.877409,0.674918,2.269811,0.424267,0.355373
37.000000,0.844700,0.676639,0.875822,0.674426,2.298929,0.439217,0.368968
38.000000,0.842217,0.678689,0.891815,0.672131,2.323059,0.437031,0.370364
39.000000,0.841186,0.676189,0.872923,0.671475,2.354780,0.438710,0.378385
40.000000,0.838804,0.676680,0.869220,0.676230,2.375245,0.435091,0.371126
41.000000,0.839834,0.677705,0.873717,0.669016,2.405449,0.454675,0.374493
42.000000,0.837957,0.679877,0.882374,0.667049,2.428249,0.455601,0.390267
43.000000,0.837476,0.680984,0.876884,0.670328,2.460047,0.458951,0.383667
44.000000,0.834986,0.680861,0.872181,0.669836,2.485389,0.463195,0.399575
45.000000,0.834110,0.681926,0.869233,0.672131,2.512579,0.459143,0.400324
46.000000,0.832887,0.681148,0.869603,0.672131,2.547067,0.471035,0.411759
47.000000,0.833232,0.680041,0.869271,0.670820,2.567002,0.476107,0.423133
48.000000,0.832363,0.680123,0.876741,0.672295,2.587257,0.473474,0.412561
49.000000,0.832164,0.680697,0.894551,0.665410,2.618064,0.496913,0.416033
